核准編號,團體名稱,電話,行政區,臺北市核准地點,備註,經度,緯度
531,台北市角落關懷協會,(02)25537117,信義區,虎林街164巷28號對面中全公園,,121.5757024,25.03876751
532,台北市角落關懷協會,(02)25537117,信義區,松仁路228巷口,,121.5689214,25.0256186
533,台北市角落關懷協會,(02)25537117,信義區,林口街82號公園前人行道,,121.5792451,25.03941365
534,台北市角落關懷協會,(02)25537117,南港區,舊莊街1段145巷底公園,,121.6190723,25.04327415
535,台北市角落關懷協會,(02)25537117,南港區,重陽路166巷口,,121.6010577,25.05732291
536,台北市角落關懷協會,(02)25537117,南港區,研究院路2段61巷3弄口,,121.6166367,25.04315727
537,台北市角落關懷協會,(02)25537117,大安區,忠孝東路3段251巷6弄底誠安公園圍牆旁,,121.5411667,25.0426684
538,台北市角落關懷協會,(02)25537117,大安區,安居街55號旁,,121.5749544,25.0196588
539,台北市角落關懷協會,(02)25537117,大安區,安居街121號之1,,121.5518977,25.01827756
540,台北市角落關懷協會,(02)25537117,信義區,莊敬路239巷12號對面(1弄路口) ,,121.5630116,25.02999655
541,台北市角落關懷協會,(02)25537117,信義區,吳興街156巷61號對面人行道,,121.5593489,25.0282149
542,台北市角落關懷協會,(02)25537117,中正區,南海路103號,,121.5076462,25.027939
543,台北市角落關懷協會,(02)25537117,大安區,敦化南路2段293巷人行道旁,,121.549008,25.02394715
544,台北市角落關懷協會,(02)25537117,大安區,敦化南路2段81巷45弄3號旁,,121.5505222,25.03028417
545,台北市角落關懷協會,(02)25537117,內湖區,江南街107巷口,,121.5769105,25.07630276
546,台北市角落關懷協會,(02)25537117,士林區,承德路4段5臨之2對面人行道,,121.5219738,25.07944746
547,台北市角落關懷協會,(02)25537117,士林區,承德路4段6巷口承德橋下橋墩,,121.5212944,25.07900072
548,台北市角落關懷協會,(02)25537117,大安區,仁愛路4段122巷底與信義路4段,,121.5503413,25.03351807
549,台北市角落關懷協會,(02)25537117,信義區,信安街50號對面公園轉角,,121.5582503,25.02706951
550,台北市角落關懷協會,(02)25537117,信義區,信安街底吳興街156巷33弄交叉口,,121.5606099,25.02772426
551,台北市角落關懷協會,(02)25537117,信義區,吳興街156巷40弄2號對面公園轉角,,121.5597628,25.02836377
556,台北市行無礙資源推廣協會,(02)25994649,南港區,中坡南路49巷口公園前(號誌控制器旁),,121.5817863,25.0434328
557,台北市行無礙資源推廣協會,(02)25994649,大同區,太原路183巷口牆邊,,121.5114951,25.0526212
558,台北市行無礙資源推廣協會,(02)25994649,信義區,永吉路182號(永吉路及永吉路180巷交叉口)人行道,,121.5688763,25.0445638
560,台北市行無礙資源推廣協會,(02)25994649,中正區,羅斯福路3段210巷8弄口變電箱下,,121.527398,25.0178461
561,台北市行無礙資源推廣協會,(02)25994649,信義區,信義路6段15巷18弄6號對面路燈邊,,121.5729721,25.0354791
562,台北市行無礙資源推廣協會,(02)25994649,信義區,崇德街96號對面變電箱旁人行道,,121.5530789,25.024157
563,台北市行無礙資源推廣協會,(02)25994649,南港區,興南街與興南街64巷口,,121.5664653,25.0434755
564,台北市行無礙資源推廣協會,(02)25994649,信義區,信義路6段63號邊,,121.574472,25.0353861
565,台北市行無礙資源推廣協會,(02)25994649,南港區,研究院路3段68巷口永思橋邊,,121.6124163,25.0358873
566,台北市行無礙資源推廣協會,(02)25994649,南港區,興南街60巷27號對面變電箱邊,,121.6016023,25.0559428
567,台北市行無礙資源推廣協會,(02)25994649,南港區,大坑街與合順街口(56號電線桿邊),,121.6172259,25.0429748
568,台北市行無礙資源推廣協會,(02)25994649,信義區,吳興街284巷22弄92號(黎雙公園)人行道,,121.5589576,25.0235593
569,台北市行無礙資源推廣協會,(02)25994649,中正區,水源路35巷與33巷口(守望相助亭),,121.5208319,25.0178702
570,台北市行無礙資源推廣協會,(02)25994649,南港區,東新街6-7號(玉東親民園旁),,121.4922135,25.0506739
571,台北市行無礙資源推廣協會,(02)25994649,信義區,松信路96號邊變電箱,,121.5720024,25.04478115
572,台北市行無礙資源推廣協會,(02)25994649,信義區,吳興街118號旁,,121.5611034,25.0300084
573,台北市行無礙資源推廣協會,(02)25994649,南港區,南港路3段338號,,121.580695,25.051602
574,台北市行無礙資源推廣協會,(02)25994649,南港區,研究院路2段12巷57弄口,,121.6137571,25.04752903
575,台北市行無礙資源推廣協會,(02)25994649,文山區,萬利街4號旁,,121.56633,25.00061
576,台北市行無礙資源推廣協會,(02)25994649,中正區,詔安街157號對面,,121.51344,25.02614
577,台北市行無礙資源推廣協會,(02)25994649,內湖區,大湖山莊街151巷底（土地公廟前）,,121.602339,25.086977
578,台北市行無礙資源推廣協會,(02)25994649,內湖區,文德路73號（內湖路2段122巷）,,121.58226,25.07905
579,台北市行無礙資源推廣協會,(02)25994649,文山區,萬寧街36巷公車站牌旁,,121.5655036,25.00338594
586,台北市彩虹心服務協會,(02)25060676,中山區,長安東路1段35號旁電箱,,121.5250743,25.0492709
587,台北市彩虹心服務協會,(02)25060676,中山區,新生北路1段108之2號,,121.5282827,25.0495641
588,台北市彩虹心服務協會,(02)25060676,中山區,南京東路1段132巷和林森北路159巷交叉口,,121.5271385,25.0513809
589,台北市彩虹心服務協會,(02)25060676,大同區,承德路2段1巷6號 (建成公園邊),,121.518163,25.05367384
590,台北市彩虹心服務協會,(02)25060676,大同區,延平北路圓環邊(延平北路2段286之1號對面),,121.5106933,25.0626881
591,台北市彩虹心服務協會,(02)25060676,大同區,涼州街96號對面電箱旁,,121.510113,25.0605492
592,台北市彩虹心服務協會,(02)25060676,大同區,民樂街167巷電線桿旁(大稻埕公園邊),,121.5107495,25.0588863
593,台北市彩虹心服務協會,(02)25060676,大同區,哈密街68巷電箱旁,,121.5182509,25.0726536
594,台北市彩虹心服務協會,(02)25060676,大同區,哈密街45巷11號對面轉角,,121.517366,25.074519
595,台北市彩虹心服務協會,(02)25060676,大同區,迪化街2段290號對面邊,,121.5117501,25.0712351
596,台北市彩虹心服務協會,(02)25060676,大同區,重慶北路3段252巷20號的對面電箱,,121.5128535,25.0712118
597,台北市彩虹心服務協會,(02)25060676,大同區,延平北路2段43巷內,,121.5121573,25.0551549
598,台北市彩虹心服務協會,(02)25060676,大同區,重慶北路2段46巷6號旁,,121.513789,25.055275
599,台北市彩虹心服務協會,(02)25060676,大同區,迪化街2段364巷25弄口對面牆邊,,121.5118846,25.0732643
600,台北市彩虹心服務協會,(02)25060676,大同區,寧夏路84號旁牆邊,,121.5150251,25.0583613
601,台北市彩虹心服務協會,(02)25060676,大安區,仁愛路3段5巷3弄18號對面公園,,121.5346587,25.0395531
602,台北市彩虹心服務協會,(02)25060676,大同區,貴德街45號路燈下,,121.5083284,25.0543784
603,台北市彩虹心服務協會,(02)25060676,中正區,晉江街4巷4號對面,,121.5209737,25.0260892
604,台北市彩虹心服務協會,(02)25060676,中正區,同安街28巷10號牆邊,,121.5211868,25.0247523
605,台北市彩虹心服務協會,(02)25060676,中正區,和平西路1段36號旁,,121.5203241,25.0264846
606,台北市彩虹心服務協會,(02)25060676,中正區,牯嶺街95巷與同安街28巷交叉口（聖道堂電箱旁),,121.5218662,25.0246998
607,台北市彩虹心服務協會,(02)25060676,大同區,民生西路423巷25號,,121.5085854,25.05773809
608,台北市彩虹心服務協會,(02)25060676,大安區,樂業街72巷27號對面,,121.5499082,25.0211526
609,台北市彩虹心服務協會,(02)25060676,大同區,民生西路與民生西路423巷機車停車位旁,,121.50868,25.05716
610,台北市彩虹心服務協會,(02)25060676,大同區,敦煌路205號旁邊的電箱旁,,121.5097347,25.0769768
616,台北市史懷哲慈善會,(02)25429529,中正區,金門街26號旁,,121.5229668,25.0215092
617,台北市史懷哲慈善會,(02)25429529,松山區,南京東路5段286號旁,,121.5672382,25.0512375
618,台北市史懷哲慈善會,(02)25429529,松山區,八德路4段335號旁,,121.5673864,25.0493015
619,台北市史懷哲慈善會,(02)25429529,松山區,南京東路4段77號旁,,121.5537145,25.0518553
620,台北市史懷哲慈善會,(02)25429529,松山區,延壽街101號前,,121.566007,25.0571903
621,台北市史懷哲慈善會,(02)25429529,松山區,延壽街72巷8-3號對面,,121.5655173,25.05578756
622,台北市史懷哲慈善會,(02)25429529,大同區,承德路3段247巷口,,121.5187992,25.07117957
623,台北市史懷哲慈善會,(02)25429529,松山區,八德路3段194號旁,,121.5562475,25.04783581
624,台北市史懷哲慈善會,(02)25429529,文山區,景興路67巷8號對面,,121.5453418,24.99634127
625,台北市史懷哲慈善會,(02)25429529,內湖區,安泰街125巷口對面山壁邊,,121.616243,25.0768464
626,台北市史懷哲慈善會,(02)25429529,中山區,通北街143號公布欄旁,,121.5378415,25.08515117
627,台北市史懷哲慈善會,(02)25429529,中山區,通北街124巷,,121.537675,25.08356112
628,台北市史懷哲慈善會,(02)25429529,中正區,丹陽街16號前變電箱旁,,121.5244556,25.03928033
646,臺北市私立育成裕民發展中心,(02)27068686,南港區,研究院路1段65巷12號正前方小公園角落,,121.6170571,25.0527313
647,臺北市私立育成裕民發展中心,(02)27068686,北投區,中和街525巷口公告欄旁,,121.4935674,25.1449043
648,臺北市私立育成裕民發展中心,(02)27068686,北投區,文化3路101號後側欄杆旁,,121.4989677,25.1404884
649,臺北市私立育成裕民發展中心,(02)27068686,北投區,榮華3路與懷德街口,,121.5198448,25.1142362
650,臺北市私立育成裕民發展中心,(02)27068686,大安區,安和路1段127巷14號旁,,121.5532873,25.0345287
651,臺北市私立育成裕民發展中心,(02)27068686,大安區,樂利路11巷32號通化街交會處,,121.5524581,25.0282723
652,臺北市私立育成裕民發展中心,(02)27068686,大安區,安和路1段49巷9號旁邊,,121.5515993,25.0385566
653,臺北市私立育成裕民發展中心,(02)27068686,大安區,辛亥路3段55號(大安運動中心前),,121.54566,25.02101
654,臺北市私立育成裕民發展中心,(02)27068686,松山區,敦化南路1段100巷9號對面,,121.5481575,25.0461643
655,臺北市私立育成裕民發展中心,(02)27068686,大安區,臥龍街188巷42-3號對面臥龍公園角落旁,,121.5505246,25.0164726
656,臺北市私立育成裕民發展中心,(02)27068686,北投區,承德路7段280巷6弄7號對面,,121.5063954,25.1160225
657,臺北市私立育成裕民發展中心,(02)27068686,大安區,敦化南路2段172巷8弄5號,,121.54795,25.02388
658,臺北市私立育成裕民發展中心,(02)27068686,北投區,吉利街58巷2號對面,,121.5049317,25.1181241
659,臺北市私立育成裕民發展中心,(02)27068686,大安區,臥龍街199號里公告欄旁,,121.5509903,25.023667
660,臺北市私立育成裕民發展中心,(02)27068686,文山區,和興街44巷口,,121.5472593,24.9849761
661,臺北市私立育成裕民發展中心,(02)27068686,文山區,羅斯福路6段159巷9號3福街交叉口,,121.5417948,24.9975095
662,臺北市私立育成裕民發展中心,(02)27068686,文山區,忠順街2段22號超市旁,,121.5631899,24.9845849
663,臺北市私立育成裕民發展中心,(02)27068686,文山區,景福街54巷5弄2號旁,,121.5381326,24.9996702
664,臺北市私立育成裕民發展中心,(02)27068686,士林區,陽明山仰德大道1段91巷旁,,121.549533,25.035417
665,臺北市私立育成裕民發展中心,(02)27068686,大安區,臥龍街62號對面,,121.5476449,25.0214904
667,臺北市私立育成裕民發展中心,(02)27068686,中正區,泉州街39號對面,,121.5145524,25.0290388
668,臺北市私立育成裕民發展中心,(02)27068686,中正區,齊東街66號前(齊東公園外圍電箱旁),,121.5280237,25.0418913
669,臺北市私立育成裕民發展中心,(02)27068686,松山區,民生東路5段260巷25號對面,,121.5672339,25.057665
670,臺北市私立育成裕民發展中心,(02)27068686,北投區,明德路188巷口電機箱旁,,121.5216489,25.1115323
671,臺北市私立育成裕民發展中心,(02)27068686,大安區,復興南路2段389號旁,,121.5435799,25.02201
672,臺北市私立育成裕民發展中心,(02)27068686,大安區,安和路2段141號前,,121.5506688,25.0286952
673,臺北市私立育成裕民發展中心,(02)27068686,大同區,承德路3段208巷17號巷口路燈下,,121.5174381,25.0705895
674,臺北市私立育成裕民發展中心,(02)27068686,萬華區,長泰街2號,,121.50142,25.02336
675,臺北市私立育成裕民發展中心,(02)27068686,士林區,中社路1段61巷公車站旁,,121.56068,25.10815
676,台北市中風之友康復協會,(02)27644061,大同區,南京西路293巷旁,,121.508,25.0534
677,台北市中風之友康復協會,(02)27644061,中正區,牯嶺街60巷口旁人行道,,121.5179,25.0278
679,台北市中風之友康復協會,(02)27644061,大安區,仁愛路4段48巷與大安路1段175巷口,,121.426,25.0294
680,台北市中風之友康復協會,(02)27644061,中正區,南昌路2段1巷口,,121.488,25.0293
681,台北市中風之友康復協會,(02)27644061,中正區,南昌路2段42巷口,,121.488,25.0292
682,台北市中風之友康復協會,(02)27644061,中正區,汀州路1段與三元街口,,121.506,25.0291
683,台北市中風之友康復協會,(02)27644061,信義區,永吉路491巷9弄32號對面,,121.576,25.0465
684,台北市中風之友康復協會,(02)27644061,信義區,中坡北路與松山路119巷口,,121.566,25.0464
685,台北市中風之友康復協會,(02)27644061,大安區,?州街18-3號對面,,121.522,25.023
686,台北市中風之友康復協會,(02)27644061,文山區,興隆路4段57巷口,,121.557,24.9896
687,台北市中風之友康復協會,(02)27644061,文山區,木柵路2段109巷25弄口,,121.544,24.9873
688,台北市中風之友康復協會,(02)27644061,文山區,光輝路132號對面巷口,,121.552,24.9873
689,台北市中風之友康復協會,(02)27644061,文山區,興隆路3段與興德路口,,121.551,24.9982
690,台北市中風之友康復協會,(02)27644061,文山區,景中街與景後街口,,121.375,25.055
691,台北市中風之友康復協會,(02)27644061,中山區,遼寧街右轉龍江路155巷口路燈桿與機車停車格間,,121.499,25.0547
692,台北市中風之友康復協會,(02)27644061,大安區,文昌街210巷8號旁,,121.499,25.05465
693,台北市中風之友康復協會,(02)27644061,中山區,長春路258巷2弄口,,121.537,25.0545
694,台北市中風之友康復協會,(02)27644061,中正區,臨沂街8巷口,,121.524,25.0399
695,台北市中風之友康復協會,(02)27644061,中正區,濟南路2段與臨沂街口,,121.5213,25.0406
696,台北市中風之友康復協會,(02)27644061,中正區,濟南路2段與忠東路2段134巷口,,121.527,25.0391
697,台北市中風之友康復協會,(02)27644061,中正區,濟南路2段62巷與120巷口,,121.527,25.03917
698,台北市中風之友康復協會,(02)27644061,中正區,仁愛路2段65巷與臨沂街45巷,,121.527,25.0391
699,台北市中風之友康復協會,(02)27644061,中山區,興安街與遼寧街口,,121.539,25.0525
700,台北市中風之友康復協會,(02)27644061,大安區,和平東路1段188巷口前,,121.527,25.0527
726,臺北市惠盲教育學會,(02)25530253,內湖區,民權東路6段47巷10弄口(電箱旁),,121.5855001,25.0695766
727,臺北市惠盲教育學會,(02)25530253,士林區,中山北路6段346號對面公園電箱旁,,121.5239058,25.1115703
728,臺北市惠盲教育學會,(02)25530253,士林區,中山北路7段14巷19號左邊電信箱旁,,121.5484866,25.0895785
729,臺北市惠盲教育學會,(02)25530253,士林區,中山北路7段14巷41號對面兩支電桿中間,,121.530881,25.1197448
730,臺北市惠盲教育學會,(02)25530253,士林區,中山北路7段219巷口,,121.5305459,25.1320806
731,臺北市惠盲教育學會,(02)25530253,士林區,通河街179巷1號右邊電信箱旁 ,,121.5174043,25.081648
732,臺北市惠盲教育學會,(02)25530253,內湖區,內湖路1段225巷,,121.5626824,25.0829989
733,臺北市惠盲教育學會,(02)25530253,內湖區,成功路2段404號左邊電箱旁,,121.5877617,25.0707111
734,臺北市惠盲教育學會,(02)25530253,士林區,延平北路6段156號對面,,121.5045364,25.0896305
735,臺北市惠盲教育學會,(02)25530253,中正區,中華路2段409巷口,,121.5064688,25.0262632
736,臺北市惠盲教育學會,(02)25530253,中正區,南海路140號對面,,121.5052323,25.0268959
737,臺北市惠盲教育學會,(02)25530253,中正區,牯嶺街84巷口,,121.5164088,25.0261319
738,臺北市惠盲教育學會,(02)25530253,中正區,牯嶺街141號對面電箱旁,,121.5169835,25.0229834
739,臺北市惠盲教育學會,(02)25530253,文山區,興隆路2段153巷6弄1號對面電桿旁,,121.5503243,25.0012157
740,臺北市惠盲教育學會,(02)25530253,文山區,興隆路2段215-2號牆邊,,121.5478973,25.0011006
741,臺北市惠盲教育學會,(02)25530253,中正區,同安街86巷1-1號旁,,121.5179289,25.0219991
742,臺北市惠盲教育學會,(02)25530253,中正區,廈門街154號旁,,121.5151469,25.0221039
743,臺北市惠盲教育學會,(02)25530253,士林區,承德路4段28號旁(郵筒旁),,121.5198049,25.0804234
744,臺北市惠盲教育學會,(02)25530253,士林區,通河街325巷與通河東街1段交叉口(電箱旁),,121.5156347,25.0812787
745,臺北市惠盲教育學會,(02)25530253,士林區,和豐街口與通河東街1段(電線桿旁),,121.5160166,25.0846167
746,臺北市惠盲教育學會,(02)25530253,文山區,萬美街1段與萬樂街口(萬芳13號公園),,121.5629257,25.0013364
747,臺北市惠盲教育學會,(02)25530253,中正區,同安街78號對面,,121.5189247,25.0235658
748,臺北市惠盲教育學會,(02)25530253,萬華區,興寧街70號旁（天主教聖女小德蘭朝聖地旁）,,121.4996221,25.03216025
751,台北市失能者服務協會,(02)25429529,萬華區,開封街2段36號對面樹下,,121.5077989,25.04644922
752,台北市失能者服務協會,(02)25429529,萬華區,漢口街2段83巷口,,121.5050461,25.04664705
753,台北市失能者服務協會,(02)25429529,萬華區,長沙街2段與西園路1段變電箱下,,121.5000854,25.04130479
754,台北市失能者服務協會,(02)25429529,中正區,和平西路1段96號前,,121.5181996,25.02673626
755,台北市失能者服務協會,(02)25429529,士林區,福港街152號後,,121.5178276,25.08762537
756,台北市失能者服務協會,(02)25429529,中正區,晉江街46之4號對面,,121.5230852,25.02449355
757,台北市失能者服務協會,(02)25429529,松山區,寶清街21號電箱旁,,121.5689416,25.0503301
758,台北市失能者服務協會,(02)25429529,北投區,大興街9巷對面,,121.4973085,25.13114966
759,台北市失能者服務協會,(02)25429529,北投區,立農街2段294號對面,,121.5164954,25.11883801
760,台北市失能者服務協會,(02)25429529,北投區,珠海路2號旁,,121.5017447,25.13777574
761,台北市失能者服務協會,(02)25429529,北投區,中和街370巷口,,121.4989512,25.14239089
762,台北市失能者服務協會,(02)25429529,北投區,中和街441巷口,,121.4973248,25.14389113
763,台北市失能者服務協會,(02)25429529,北投區,崇仁路1段17巷口,,121.5013015,25.12788196
764,台北市失能者服務協會,(02)25429529,北投區,石牌路2段324巷口,,121.5228618,25.12266776
765,台北市失能者服務協會,(02)25429529,北投區,明德路309號對面,,121.5207215,25.11543087
766,台北市失能者服務協會,(02)25429529,北投區,致遠一路1段21號,,121.5176342,25.10771059
767,台北市失能者服務協會,(02)25429529,北投區,立農街2段257號旁,,121.5144944,25.11913877
768,台北市失能者服務協會,(02)25429529,士林區,延平北路5段257巷4弄口綠地旁,,121.5089264,25.08495081
769,台北市失能者服務協會,(02)25429529,士林區,永平街20巷11弄3號對面電桿旁,,121.5057331,25.09052124
770,台北市失能者服務協會,(02)25429529,北投區,石牌路1段39巷88號(人行道),,121.509713,25.11620033
771,台北市失能者服務協會,(02)25429529,信義區,信義路5段150巷310號東大排水溝旁,,121.5695218,25.02725336
772,台北市失能者服務協會,(02)25429529,士林區,延平北路6段115巷口,,121.5081752,25.08893979
773,台北市失能者服務協會,(02)25429529,士林區,社子街22巷65弄2號斜對面,,121.505895,25.08705869
774,台北市失能者服務協會,(02)25429529,中正區,延平南路169號對面和平醫院旁,,121.5075456,25.03511945
775,台北市失能者服務協會,(02)25429529,士林區,社子街25巷口,,121.5080139,25.08783938
776,臺北市愛盲協會,(02)26886212,文山區,木新路2段52號對面邊,,121.57078,24.98617
777,臺北市愛盲協會,(02)26886212,文山區,仙岩路16巷41弄口對面仙岩公園旁,,121.54972,24.99763
778,臺北市愛盲協會,(02)26886212,文山區,興隆路3段298巷與304巷交叉口,,121.55861,24.99356
779,臺北市愛盲協會,(02)26886212,文山區,福興路78巷1弄底,,121.55079,25.00561
780,臺北市愛盲協會,(02)26886212,文山區,興隆路2段275巷1弄口,,121.55287,25.00249
781,臺北市愛盲協會,(02)26886212,文山區,興隆路1段70巷口兩桿間,,121.54063,25.00379
782,臺北市愛盲協會,(02)26886212,文山區,興隆路1段202巷公園旁,,121.54334,25.00031
783,臺北市愛盲協會,(02)26886212,文山區,羅斯福路6段279巷6號2桿間,,121.54165,24.99488
784,臺北市愛盲協會,(02)26886212,大安區,通化街184巷3號對面,,121.55311,25.02704
785,臺北市愛盲協會,(02)26886212,大安區,通化街200巷口變電箱旁,,121.55247,25.02606
786,臺北市愛盲協會,(02)26886212,大安區,安和路2段8號旁文昌街口,,121.55228,25.03261
787,臺北市愛盲協會,(02)26886212,大安區,杭州南路2段25巷15號對面,,121.52443,25.03338
788,臺北市愛盲協會,(02)26886212,大安區,安和路2段217巷口電氣設備旁,,121.55024,25.02571
789,臺北市愛盲協會,(02)26886212,大安區,新生南路3段25巷口樹桿邊,,121.53494,25.02448
790,臺北市愛盲協會,(02)26886212,大安區,辛亥路2段155號旁,,121.54041,25.02166
791,臺北市愛盲協會,(02)26886212,北投區,榮華里榮華一路與榮華三路兩電桿間,,121.52454,25.11371
792,臺北市愛盲協會,(02)26886212,中正區,臨沂街61巷18之2號對面,,121.53029,25.03661
793,臺北市愛盲協會,(02)26886212,中正區,新生南路1段160巷16號旁,,121.53111,25.03458
794,臺北市愛盲協會,(02)26886212,中正區,臨沂街65巷11號邊,,121.52983,25.03569
795,臺北市愛盲協會,(02)26886212,文山區,樟新街8巷底2桿間,,121.55388,24.97959
796,臺北市愛盲協會,(02)26886212,文山區,木新路3段243巷3弄7號斜對面,,121.55937,24.98062
797,臺北市愛盲協會,(02)26886212,文山區,指南路3段2巷入口橋邊,,121.57951,24.98529
801,台北市身心障礙運動協會,(02)25912695,松山區,三民路96巷口(電話亭旁),,121.5648132,25.05730133
802,台北市身心障礙運動協會,(02)25912695,大同區,昌吉街33巷口,,121.5168804,25.066065
803,台北市身心障礙運動協會,(02)25912695,大同區,昌吉街61巷口,,121.514811,25.06599975
804,台北市身心障礙運動協會,(02)25912695,大安區,敦化南路1段187巷29號對面圍牆旁,,121.5507325,25.04255816
805,台北市身心障礙運動協會,(02)25912695,大安區,建國南路2段151巷24號對面,,121.5388692,25.02883605
806,台北市身心障礙運動協會,(02)25912695,大安區,師大路39巷口右側5公尺旁,,121.528611,25.02475002
807,台北市身心障礙運動協會,(02)25912695,中山區,長安東路2段35巷7號對面(長安國中側門旁),,121.5314627,25.04903898
808,台北市身心障礙運動協會,(02)25912695,大安區,瑞安街75號斜前方(電信設備旁),,121.541037,25.02834106
809,台北市身心障礙運動協會,(02)25912695,士林區,大直街62巷5弄口(大直街62巷5號旁),,121.545,25.08305556
810,台北市身心障礙運動協會,(02)25912695,內湖區,五分街14號對面人行道電話箱旁,,121.6137628,25.06751133
811,台北市身心障礙運動協會,(02)25912695,內湖區,金湖路363巷15號對面電桿旁,,121.6021173,25.07332793
812,台北市身心障礙運動協會,(02)25912695,內湖區,成功路5段420巷15到17號斜對面Ubike旁,,121.6085368,25.07515805
813,台北市身心障礙運動協會,(02)25912695,內湖區,金湖路363巷與民權東路6段191巷交口,,121.5995458,25.07298547
814,台北市身心障礙運動協會,(02)25912695,內湖區,東湖路119巷49弄44號對面樹旁,,121.6160767,25.07014027
815,台北市身心障礙運動協會,(02)25912695,內湖區,康樂街110巷16弄26號對面廟旁(東湖4號公園),,121.6181632,25.07025734
816,台北市身心障礙運動協會,(02)25912695,內湖區,康寧路3段99巷60號變電箱旁,,121.6111964,25.07381597
817,台北市身心障礙運動協會,(02)25912695,信義區,永吉路120巷22弄與松隆路100號交接口,,121.5696928,25.0449497
818,台北市身心障礙運動協會,(02)25912695,大安區,光復南路628巷與文昌街280巷交叉口路燈邊,,121.5565928,25.03169745
819,台北市身心障礙運動協會,(02)25912695,中山區,敬業三路177巷口電箱旁,,121.5562285,25.07867344
820,台北市身心障礙運動協會,(02)25912695,文山區,新光路1段31巷口,,121.5737971,24.98937551
826,臺北市身心障礙者創業輔導發展協會,(02)27775940,信義區,松仁路204號旁,,121.56822,25.02734
827,臺北市身心障礙者創業輔導發展協會,(02)27775940,信義區,莊敬路468號旁,,121.56788,25.02677
828,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,嘉興街363巷17號前公園,,121.55263,25.02158
829,臺北市身心障礙者創業輔導發展協會,(02)27775940,中山區,復興北路488巷31號對面,,121.54271,25.06547
830,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,市民大道4段200號旁,,121.55567,25.04456
831,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,光復南路180巷13號對面,,121.55686,25.04215
832,臺北市身心障礙者創業輔導發展協會,(02)27775940,中山區,長安東路1段56巷公園電信箱旁,,121.55683,25.04216
833,臺北市身心障礙者創業輔導發展協會,(02)27775940,信義區,和平東路3段391巷8弄2號對面燈桿旁,,121.55778,25.02029
834,臺北市身心障礙者創業輔導發展協會,(02)27775940,中山區,松江路77巷過伊通街口處,,121.53493,25.04981
835,臺北市身心障礙者創業輔導發展協會,(02)27775940,士林區,福林路249號前,,121.53489,25.09856
836,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,建國南路2段79巷35號電桿旁,,121.53951,25.03115
837,臺北市身心障礙者創業輔導發展協會,(02)27775940,北投區,永興路1段32巷3弄口,,121.500153,25.138499
838,臺北市身心障礙者創業輔導發展協會,(02)27775940,北投區,雙全街與大業路口中庸2號公園前,,121.50111,25.13742
839,臺北市身心障礙者創業輔導發展協會,(02)27775940,松山區,民族東路679號對面公園,,121.54784,25.06404
840,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,樂業街17號對面公佈欄,,121.55006,25.02403
841,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,臥龍街15號對面電箱,,121.54685,25.02433
842,臺北市身心障礙者創業輔導發展協會,(02)27775940,士林區,前街與美德街口,,121.52455,25.09752
843,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,辛亥路3段157巷32號對面樹旁,,121.55077,25.01817
844,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,光復南路456巷29號對面,,121.55621,25.03523
845,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,敦化南路1段295巷與信義路4段199巷口,,121.55161,25.03548
846,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,信義路3段31巷9之2號對面電箱旁,,121.53471,25.03499
847,臺北市身心障礙者創業輔導發展協會,(02)27775940,中山區,渭水路2-1號對面電箱旁,,121.53371,25.04581
848,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,仁愛路4段112巷3弄口對面,,121.54967,25.03712
849,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,延吉街131巷41號對面,,121.55584,25.04284
850,臺北市身心障礙者創業輔導發展協會,(02)27775940,大安區,復興南路1段253巷15號旁,,121.54423,25.03697
851,台北市視障者重建發展協會,0937-862-107,北投區,石牌路2段346號旁(電桿旁),,121.52488,25.12299
852,台北市視障者重建發展協會,0937-862-107,大安區,和平東路2段107巷30弄10號對面,,121.540144,25.027498
853,台北市視障者重建發展協會,0937-862-107,北投區,明德路337巷1號對面(電氣設備旁),,121.520446,25.116914
854,台北市視障者重建發展協會,0937-862-107,南港區,成功路1段39號斜前方 (電氣設備旁),,121.592925,25.055961
855,台北市視障者重建發展協會,0937-862-107,北投區,行義路7號對面(花臺旁),,121.526027,25.124145
856,台北市視障者重建發展協會,0937-862-107,北投區,行義路42號對面(電氣設備旁),,121.52714,25.12549
857,台北市視障者重建發展協會,0937-862-107,北投區,行義路154巷口(圍牆邊),,121.528108,25.130614
858,台北市視障者重建發展協會,0937-862-107,中山區,中山北路2段116巷17號旁,,121.521858,25.061013
859,台北市視障者重建發展協會,0937-862-107,松山區,民生東路5段137巷口(燈桿旁),,121.561573,25.058876
860,台北市視障者重建發展協會,0937-862-107,中山區,龍江路298巷底與合江街交叉口(路燈下方),,121.539298,25.061778
